IHP Amount for Owners,Owners Approved,Owners <$10k,Owners $10-25k,Owners $25k - Max,Owners Max,IHP Amount for Renters,Renters Approved,Renters $25k - Max,Renters Max,incidentType,fyDeclared
14285243,2825.0,2376.0,341.0,108.0,75.0,2197150,935.0,0.0,0.0,Hurricane,2017.0
20919764,4649.0,4021.0,489.0,139.0,98.0,2573367,1244.0,0.0,0.0,Hurricane,2017.0
683055,142.0,125.0,6.0,11.0,8.0,176998,107.0,0.0,0.0,Hurricane,2017.0
13303490,3751.0,3393.0,300.0,58.0,41.0,2116827,1168.0,0.0,0.0,Hurricane,2017.0
6003438,2911.0,2808.0,81.0,22.0,15.0,1967102,1493.0,0.0,0.0,Hurricane,2017.0
5374230,1501.0,1345.0,138.0,18.0,6.0,881523,432.0,0.0,0.0,Hurricane,2017.0
3647478,1731.0,1669.0,49.0,13.0,9.0,591353,546.0,0.0,0.0,Hurricane,2017.0
21305795,4508.0,3855.0,513.0,140.0,94.0,2941574,1559.0,0.0,0.0,Hurricane,2017.0
5476205,2015.0,1907.0,85.0,23.0,19.0,735534,558.0,0.0,0.0,Hurricane,2017.0
16510804,6564.0,6159.0,341.0,64.0,39.0,4040406,3484.0,0.0,0.0,Hurricane,2017.0
9699053,3743.0,3528.0,168.0,47.0,37.0,1868238,1255.0,0.0,0.0,Hurricane,2017.0
11034953,3260.0,2941.0,272.0,47.0,36.0,1384316,1029.0,1.0,1.0,Hurricane,2017.0
2154962,1238.0,1211.0,24.0,3.0,0.0,488447,461.0,0.0,0.0,Hurricane,2017.0
25562509,7089.0,6470.0,458.0,161.0,109.0,5166577,2559.0,0.0,0.0,Hurricane,2017.0
11023010,3223.0,2917.0,248.0,58.0,26.0,1594613,1132.0,0.0,0.0,Hurricane,2017.0
7917297,1644.0,1390.0,204.0,50.0,40.0,1040952,502.0,0.0,0.0,Hurricane,2017.0
18723548,5676.0,5188.0,408.0,80.0,57.0,2438723,1420.0,0.0,0.0,Hurricane,2017.0
12906798,4420.0,4122.0,229.0,69.0,45.0,2863280,1754.0,0.0,0.0,Hurricane,2017.0
3719895,1905.0,1834.0,64.0,7.0,4.0,612974,597.0,0.0,0.0,Hurricane,2017.0
6757161,2121.0,1928.0,168.0,25.0,14.0,1341960,804.0,0.0,0.0,Hurricane,2017.0
2922388,852.0,777.0,59.0,16.0,13.0,631630,295.0,0.0,0.0,Hurricane,2017.0
11944285,4188.0,3945.0,177.0,66.0,46.0,2446099,1412.0,0.0,0.0,Hurricane,2017.0
10773920,3244.0,2983.0,228.0,33.0,25.0,1413845,891.0,0.0,0.0,Hurricane,2017.0
3858764,1687.0,1608.0,62.0,17.0,14.0,1012119,745.0,0.0,0.0,Hurricane,2017.0
12695050,4154.0,3809.0,291.0,54.0,31.0,2683037,1824.0,0.0,0.0,Hurricane,2017.0
2187492,589.0,540.0,38.0,11.0,11.0,445304,196.0,0.0,0.0,Hurricane,2017.0
7197737,1703.0,1520.0,132.0,51.0,41.0,813379,401.0,0.0,0.0,Hurricane,2017.0
13769291,4996.0,4683.0,290.0,23.0,18.0,3916013,3494.0,0.0,0.0,Hurricane,2017.0
11598884,3239.0,2907.0,283.0,49.0,32.0,1389174,877.0,0.0,0.0,Hurricane,2017.0
19478557,4029.0,3409.0,493.0,127.0,75.0,2226845,1157.0,0.0,0.0,Hurricane,2017.0
11651239,3095.0,2801.0,208.0,86.0,59.0,2273648,1156.0,0.0,0.0,Hurricane,2017.0
19298856,4096.0,3528.0,431.0,137.0,92.0,2420899,1137.0,0.0,0.0,Hurricane,2017.0
16281299,3634.0,3180.0,367.0,87.0,71.0,2005496,965.0,0.0,0.0,Hurricane,2017.0
9564487,2290.0,2009.0,235.0,46.0,35.0,1147670,646.0,0.0,0.0,Hurricane,2017.0
6864120,2132.0,1977.0,121.0,34.0,21.0,810066,530.0,0.0,0.0,Hurricane,2017.0
40773078,14199.0,13171.0,788.0,240.0,168.0,7375793,6752.0,0.0,0.0,Hurricane,2017.0
4714310,1934.0,1824.0,104.0,6.0,4.0,822359,735.0,0.0,0.0,Hurricane,2017.0
3857119,1382.0,1287.0,84.0,11.0,8.0,480005,377.0,0.0,0.0,Hurricane,2017.0
14877472,5020.0,4676.0,257.0,87.0,60.0,2624867,1823.0,0.0,0.0,Hurricane,2017.0
2161298,1492.0,1460.0,29.0,3.0,1.0,425936,503.0,0.0,0.0,Hurricane,2017.0
19482614,4188.0,3601.0,462.0,125.0,97.0,2350974,1106.0,0.0,0.0,Hurricane,2017.0
3778626,2383.0,2331.0,42.0,10.0,7.0,811611,1051.0,0.0,0.0,Hurricane,2017.0
36674386,19452.0,18752.0,577.0,123.0,86.0,25161813,25477.0,1.0,0.0,Hurricane,2017.0
10260666,3732.0,3496.0,188.0,48.0,32.0,1656651,1173.0,0.0,0.0,Hurricane,2017.0
9432782,2909.0,2652.0,223.0,34.0,12.0,1626614,1114.0,0.0,0.0,Hurricane,2017.0
8661977,2700.0,2476.0,190.0,34.0,27.0,1841122,912.0,0.0,0.0,Hurricane,2017.0
23102312,6269.0,5563.0,506.0,200.0,146.0,2566131,1792.0,1.0,0.0,Hurricane,2017.0
41465936,9583.0,8344.0,1091.0,148.0,84.0,9033749,3574.0,0.0,0.0,Hurricane,2017.0
11903219,5020.0,4760.0,214.0,46.0,26.0,3471780,2808.0,0.0,0.0,Hurricane,2017.0
14832077,3593.0,3158.0,360.0,75.0,47.0,2681008,1228.0,0.0,0.0,Hurricane,2017.0
15467890,3672.0,3180.0,414.0,78.0,45.0,1798744,1117.0,0.0,0.0,Hurricane,2017.0
21810520,6204.0,5573.0,544.0,87.0,51.0,3640268,1980.0,1.0,0.0,Hurricane,2017.0
6665964,1208.0,1031.0,82.0,95.0,85.0,661157,339.0,0.0,0.0,Hurricane,2017.0
9213478,2852.0,2633.0,178.0,41.0,28.0,1067605,663.0,0.0,0.0,Hurricane,2017.0
20269832,5184.0,4666.0,382.0,136.0,95.0,2259947,1066.0,0.0,0.0,Hurricane,2017.0
7349065,3516.0,3348.0,151.0,17.0,13.0,1307064,1121.0,0.0,0.0,Hurricane,2017.0
21022251,4569.0,4033.0,378.0,158.0,125.0,10811600,4625.0,0.0,0.0,Hurricane,2017.0
2799614,157.0,68.0,20.0,69.0,66.0,353852,116.0,0.0,0.0,Hurricane,2017.0
4476050,715.0,594.0,61.0,60.0,54.0,2968863,1290.0,1.0,0.0,Hurricane,2017.0
9335,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Hurricane,2017.0
340,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Hurricane,2017.0
472569,42.0,26.0,4.0,12.0,9.0,72028,16.0,0.0,0.0,Fire,2018.0
436275,41.0,29.0,0.0,12.0,12.0,255633,48.0,0.0,0.0,Fire,2018.0
1734698,130.0,79.0,4.0,47.0,40.0,981677,138.0,3.0,1.0,Fire,2018.0
315297,170.0,164.0,1.0,5.0,5.0,596150,247.0,1.0,0.0,Fire,2018.0
201783,16.0,10.0,1.0,5.0,5.0,76087,14.0,0.0,0.0,Fire,2018.0
62000,57.0,56.0,0.0,1.0,1.0,14000,28.0,0.0,0.0,Fire,2018.0
3095398,1673.0,1608.0,7.0,58.0,53.0,7343289,1759.0,15.0,7.0,Fire,2018.0
887628,78.0,54.0,1.0,23.0,21.0,265297,49.0,0.0,0.0,Fire,2018.0
296993,28.0,22.0,0.0,6.0,0.0,89947,15.0,0.0,0.0,Fire,2018.0
300844,11.0,3.0,1.0,7.0,0.0,112574,20.0,0.0,0.0,Fire,2018.0
1547848,203.0,165.0,14.0,24.0,0.0,654893,185.0,0.0,0.0,Fire,2018.0
906221,53.0,25.0,11.0,17.0,0.0,1099443,220.0,2.0,0.0,Fire,2018.0
9777159,2581.0,2425.0,130.0,26.0,0.0,1051506,613.0,0.0,0.0,Hurricane,2018.0
126612,74.0,74.0,0.0,0.0,0.0,4635,7.0,0.0,0.0,Hurricane,2018.0
150994,47.0,44.0,3.0,0.0,0.0,16536,13.0,0.0,0.0,Hurricane,2018.0
5317,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Hurricane,2018.0
8547906,2256.0,2118.0,110.0,28.0,0.0,832389,487.0,0.0,0.0,Hurricane,2018.0
181921,28.0,21.0,6.0,1.0,0.0,316208,161.0,0.0,0.0,Severe Storm(s),2018.0
132121,38.0,37.0,1.0,0.0,0.0,41923,23.0,0.0,0.0,Severe Storm(s),2018.0
92790,10.0,8.0,0.0,2.0,0.0,9454,4.0,0.0,0.0,Severe Storm(s),2018.0
144944,34.0,28.0,5.0,1.0,0.0,1394,1.0,0.0,0.0,Flood,2018.0
336700,61.0,46.0,15.0,0.0,0.0,72812,25.0,0.0,0.0,Flood,2018.0
62331,8.0,7.0,0.0,1.0,0.0,23935,12.0,0.0,0.0,Flood,2018.0
891396,265.0,252.0,12.0,1.0,0.0,73393,38.0,0.0,0.0,Flood,2018.0
113949,20.0,16.0,4.0,0.0,0.0,29083,8.0,0.0,0.0,Flood,2018.0
20266,6.0,5.0,1.0,0.0,0.0,0,0,0,0,Flood,2018.0
142568,20.0,14.0,6.0,0.0,0.0,12316,6.0,0.0,0.0,Flood,2018.0
16034,8.0,8.0,0.0,0.0,0.0,1234,1.0,0.0,0.0,Flood,2018.0
63061,11.0,9.0,2.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2018.0
4928,3.0,3.0,0.0,0.0,0.0,0,0,0,0,Flood,2018.0
46675,17.0,17.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2018.0
470471,166.0,160.0,6.0,0.0,0.0,137956,64.0,0.0,0.0,Flood,2018.0
331856,79.0,72.0,7.0,0.0,0.0,13351,5.0,0.0,0.0,Flood,2018.0
20653,9.0,8.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2018.0
28881,8.0,8.0,0.0,0.0,0.0,0,0,0,0,Flood,2018.0
38311,6.0,5.0,0.0,1.0,0.0,1048,1.0,0.0,0.0,Flood,2018.0
494345,213.0,209.0,3.0,1.0,0.0,17799,13.0,0.0,0.0,Flood,2018.0
23919,10.0,10.0,0.0,0.0,0.0,3666,2.0,0.0,0.0,Flood,2018.0
104555,12.0,8.0,3.0,1.0,0.0,2578,2.0,0.0,0.0,Flood,2018.0
91670,22.0,20.0,2.0,0.0,0.0,4377,1.0,0.0,0.0,Flood,2018.0
35865,7.0,6.0,1.0,0.0,0.0,5228,1.0,0.0,0.0,Flood,2018.0
190487,41.0,35.0,6.0,0.0,0.0,446237,179.0,0.0,0.0,Severe Storm(s),2018.0
47096,5.0,4.0,0.0,1.0,0.0,39668,5.0,1.0,0.0,Severe Storm(s),2018.0
798069,97.0,74.0,15.0,8.0,0.0,92915,17.0,0.0,0.0,Flood,2018.0
414081,65.0,56.0,7.0,2.0,0.0,286857,73.0,0.0,0.0,Flood,2018.0
10080658,627.0,411.0,17.0,199.0,0.0,2209482,381.0,3.0,0.0,Volcano,2018.0
1002831,313.0,293.0,18.0,2.0,0.0,124016,53.0,0.0,0.0,Flood,2018.0
26628161,3883.0,2803.0,1057.0,23.0,0.0,2539465,730.0,1.0,0.0,Flood,2018.0
330420,124.0,119.0,5.0,0.0,0.0,14737,13.0,0.0,0.0,Flood,2018.0
1567991,65.0,23.0,6.0,36.0,0.0,302468,46.0,1.0,0.0,Fire,2018.0
4640260,163.0,45.0,5.0,113.0,0.0,1581596,225.0,3.0,0.0,Fire,2018.0
59451,36.0,35.0,1.0,0.0,0.0,9479,9.0,0.0,0.0,Hurricane,2018.0
856430,280.0,260.0,20.0,0.0,0.0,366424,118.0,0.0,0.0,Hurricane,2018.0
2980459,793.0,711.0,69.0,13.0,0.0,573500,257.0,0.0,0.0,Hurricane,2018.0
6359608,1424.0,1244.0,126.0,54.0,0.0,1071233,494.0,0.0,0.0,Hurricane,2018.0
6107471,1587.0,1428.0,135.0,24.0,0.0,1935678,828.0,1.0,0.0,Hurricane,2018.0
94810,23.0,21.0,1.0,1.0,0.0,11911,4.0,0.0,0.0,Hurricane,2018.0
4986533,1210.0,1066.0,129.0,15.0,0.0,1323793,592.0,0.0,0.0,Hurricane,2018.0
13207240,2485.0,2058.0,355.0,72.0,0.0,4868869,1417.0,0.0,0.0,Hurricane,2018.0
3096962,934.0,865.0,45.0,24.0,0.0,2084097,952.0,1.0,0.0,Hurricane,2018.0
11399868,1095.0,726.0,167.0,202.0,0.0,1482695,449.0,1.0,0.0,Hurricane,2018.0
171540,52.0,47.0,5.0,0.0,0.0,58715,23.0,0.0,0.0,Hurricane,2018.0
37152,26.0,26.0,0.0,0.0,0.0,24426,10.0,0.0,0.0,Hurricane,2018.0
104240,44.0,41.0,3.0,0.0,0.0,96121,37.0,0.0,0.0,Hurricane,2018.0
970157,292.0,275.0,9.0,8.0,0.0,135896,80.0,0.0,0.0,Hurricane,2018.0
413814,161.0,155.0,4.0,2.0,0.0,86061,50.0,0.0,0.0,Hurricane,2018.0
204152,58.0,54.0,4.0,0.0,0.0,20186,9.0,0.0,0.0,Hurricane,2018.0
117304,58.0,58.0,0.0,0.0,0.0,63519,21.0,0.0,0.0,Hurricane,2018.0
5046892,561.0,380.0,115.0,66.0,0.0,515197,155.0,0.0,0.0,Hurricane,2018.0
187409,65.0,62.0,2.0,1.0,0.0,57050,14.0,0.0,0.0,Hurricane,2018.0
909319,298.0,281.0,14.0,3.0,0.0,275973,175.0,0.0,0.0,Hurricane,2018.0
659779,182.0,161.0,18.0,3.0,0.0,107454,36.0,0.0,0.0,Hurricane,2018.0
6265602,1772.0,1570.0,191.0,11.0,0.0,6376383,2689.0,1.0,0.0,Hurricane,2018.0
7233810,1646.0,1443.0,179.0,24.0,0.0,4362801,1775.0,1.0,0.0,Hurricane,2018.0
83637,19.0,16.0,3.0,0.0,0.0,185327,43.0,0.0,0.0,Hurricane,2018.0
1833626,449.0,389.0,54.0,6.0,0.0,279943,110.0,0.0,0.0,Hurricane,2018.0
15468378,1949.0,1493.0,216.0,240.0,0.0,2390650,727.0,2.0,0.0,Hurricane,2018.0
128621,54.0,53.0,1.0,0.0,0.0,62963,27.0,0.0,0.0,Hurricane,2018.0
300203,177.0,176.0,1.0,0.0,0.0,44339,34.0,0.0,0.0,Hurricane,2018.0
6749875,2522.0,2407.0,105.0,10.0,0.0,2246047,1151.0,0.0,0.0,Hurricane,2018.0
1780593,436.0,401.0,14.0,21.0,0.0,337553,163.0,0.0,0.0,Hurricane,2018.0
1356762,442.0,408.0,33.0,1.0,0.0,857270,296.0,1.0,0.0,Hurricane,2018.0
102165,25.0,22.0,2.0,1.0,0.0,17459,6.0,0.0,0.0,Hurricane,2018.0
1067110,448.0,426.0,22.0,0.0,0.0,427991,255.0,0.0,0.0,Hurricane,2018.0
103677,25.0,22.0,2.0,1.0,0.0,25458,12.0,0.0,0.0,Hurricane,2018.0
602653,264.0,252.0,12.0,0.0,0.0,69229,33.0,0.0,0.0,Hurricane,2018.0
344394,143.0,137.0,6.0,0.0,0.0,52781,21.0,0.0,0.0,Hurricane,2018.0
1908711,560.0,517.0,37.0,6.0,0.0,657116,271.0,0.0,0.0,Hurricane,2018.0
78433,49.0,49.0,0.0,0.0,0.0,41946,14.0,0.0,0.0,Hurricane,2018.0
187249,59.0,55.0,4.0,0.0,0.0,70107,21.0,0.0,0.0,Hurricane,2018.0
14044559,2060.0,1540.0,413.0,107.0,0.0,1344001,457.0,0.0,0.0,Hurricane,2018.0
3215682,646.0,555.0,72.0,19.0,0.0,455405,164.0,0.0,0.0,Hurricane,2018.0
1200950,343.0,306.0,34.0,3.0,0.0,160066,64.0,0.0,0.0,Hurricane,2018.0
304178,97.0,91.0,5.0,1.0,0.0,156245,105.0,0.0,0.0,Typhoon,2018.0
319980,89.0,84.0,4.0,1.0,0.0,95791,50.0,0.0,0.0,Typhoon,2018.0
92597,32.0,30.0,2.0,0.0,0.0,42760,22.0,0.0,0.0,Typhoon,2018.0
58432154,8175.0,6436.0,1237.0,502.0,0.0,40735487,11552.0,19.0,0.0,Hurricane,2019.0
8352576,1343.0,1123.0,152.0,68.0,0.0,903135,388.0,0.0,0.0,Hurricane,2019.0
1644723,336.0,295.0,30.0,11.0,0.0,198796,82.0,0.0,0.0,Hurricane,2019.0
3196726,1021.0,974.0,34.0,13.0,0.0,692669,348.0,0.0,0.0,Hurricane,2019.0
9887370,1327.0,1020.0,203.0,104.0,0.0,1581545,507.0,2.0,0.0,Hurricane,2019.0
433536,188.0,181.0,7.0,0.0,0.0,72162,41.0,0.0,0.0,Hurricane,2019.0
12257734,2718.0,2439.0,207.0,72.0,0.0,2449137,1210.0,0.0,0.0,Hurricane,2019.0
523588,252.0,243.0,7.0,2.0,0.0,397760,222.0,0.0,0.0,Hurricane,2019.0
1076909,322.0,304.0,14.0,4.0,0.0,146368,74.0,0.0,0.0,Hurricane,2019.0
87864,37.0,35.0,2.0,0.0,0.0,7064,7.0,0.0,0.0,Hurricane,2019.0
1194021,266.0,232.0,28.0,6.0,0.0,226768,78.0,0.0,0.0,Hurricane,2019.0
2233637,674.0,632.0,30.0,12.0,0.0,317042,148.0,2.0,0.0,Hurricane,2019.0
353173,109.0,101.0,5.0,3.0,0.0,53450,23.0,0.0,0.0,Hurricane,2019.0
228112,83.0,79.0,2.0,2.0,0.0,27271,24.0,0.0,0.0,Hurricane,2019.0
178418,55.0,53.0,0.0,2.0,0.0,16617,15.0,0.0,0.0,Hurricane,2019.0
385321,126.0,119.0,4.0,3.0,0.0,136438,87.0,0.0,0.0,Hurricane,2019.0
1194109,442.0,426.0,11.0,5.0,0.0,463636,313.0,0.0,0.0,Hurricane,2019.0
848791,332.0,319.0,8.0,5.0,0.0,776192,499.0,0.0,0.0,Hurricane,2019.0
769245,219.0,205.0,6.0,8.0,0.0,192022,117.0,0.0,0.0,Hurricane,2019.0
284594,135.0,129.0,6.0,0.0,0.0,90386,60.0,0.0,0.0,Hurricane,2019.0
156106,42.0,39.0,2.0,1.0,0.0,20857,19.0,0.0,0.0,Hurricane,2019.0
486205,138.0,125.0,12.0,1.0,0.0,95633,63.0,0.0,0.0,Hurricane,2019.0
672326,179.0,167.0,7.0,5.0,0.0,166984,118.0,0.0,0.0,Hurricane,2019.0
721975,288.0,278.0,8.0,2.0,0.0,150276,111.0,0.0,0.0,Hurricane,2019.0
255367,114.0,112.0,2.0,0.0,0.0,123691,70.0,0.0,0.0,Hurricane,2019.0
1528106,373.0,340.0,24.0,9.0,0.0,351707,190.0,0.0,0.0,Hurricane,2019.0
116647,46.0,45.0,1.0,0.0,0.0,12624,14.0,0.0,0.0,Hurricane,2019.0
214576,88.0,85.0,2.0,1.0,0.0,91036,64.0,0.0,0.0,Hurricane,2019.0
183508,74.0,71.0,2.0,1.0,0.0,70083,41.0,0.0,0.0,Hurricane,2019.0
131017,53.0,50.0,3.0,0.0,0.0,40413,26.0,0.0,0.0,Hurricane,2019.0
160234,69.0,69.0,0.0,0.0,0.0,47137,23.0,0.0,0.0,Hurricane,2019.0
642444,187.0,173.0,9.0,5.0,0.0,84920,47.0,0.0,0.0,Hurricane,2019.0
20424,5.0,4.0,1.0,0.0,0.0,4724,3.0,0.0,0.0,Typhoon,2019.0
24473907,2713.0,1863.0,681.0,169.0,0.0,13726203,3719.0,0.0,0.0,Typhoon,2019.0
1742015,252.0,200.0,42.0,10.0,0.0,889552,247.0,0.0,0.0,Typhoon,2019.0
44553701,1715.0,598.0,128.0,989.0,0.0,38378529,5576.0,54.0,0.0,Fire,2019.0
2098938,150.0,98.0,8.0,44.0,0.0,2965427,496.0,7.0,0.0,Fire,2019.0
360833,15.0,6.0,0.0,9.0,0.0,229913,37.0,2.0,0.0,Fire,2019.0
19260550,2786.0,2283.0,174.0,329.0,0.0,149989,112.0,0.0,0.0,Earthquake,2019.0
551703,91.0,77.0,5.0,9.0,0.0,8036,3.0,0.0,0.0,Earthquake,2019.0
6017059,1297.0,1146.0,85.0,66.0,0.0,56570,43.0,0.0,0.0,Earthquake,2019.0
1094620,95.0,68.0,6.0,21.0,0.0,202035,41.0,0.0,0.0,Tornado,2019.0
85112,9.0,4.0,5.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
301356,36.0,27.0,9.0,0.0,0.0,26427,7.0,0.0,0.0,Flood,2019.0
368743,46.0,33.0,10.0,3.0,0.0,27152,13.0,0.0,0.0,Flood,2019.0
783087,152.0,132.0,18.0,2.0,0.0,39179,21.0,0.0,0.0,Flood,2019.0
37869,8.0,7.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
316036,35.0,19.0,14.0,2.0,0.0,724,1.0,0.0,0.0,Flood,2019.0
776242,107.0,84.0,15.0,8.0,0.0,62303,16.0,0.0,0.0,Flood,2019.0
172712,39.0,34.0,5.0,0.0,0.0,10630,6.0,0.0,0.0,Flood,2019.0
135377,24.0,19.0,5.0,0.0,0.0,3368,2.0,0.0,0.0,Flood,2019.0
245229,68.0,63.0,4.0,1.0,0.0,1400,1.0,0.0,0.0,Flood,2019.0
565889,156.0,148.0,8.0,0.0,0.0,26878,11.0,0.0,0.0,Flood,2019.0
3585037,595.0,503.0,68.0,24.0,0.0,500700,196.0,0.0,0.0,Flood,2019.0
3442283,408.0,282.0,90.0,36.0,0.0,340651,111.0,0.0,0.0,Flood,2019.0
600472,107.0,90.0,17.0,0.0,0.0,17714,7.0,0.0,0.0,Flood,2019.0
170164,22.0,18.0,1.0,3.0,0.0,3986,3.0,0.0,0.0,Flood,2019.0
285564,50.0,41.0,7.0,2.0,0.0,6462,4.0,0.0,0.0,Flood,2019.0
335196,52.0,40.0,10.0,2.0,0.0,1170,3.0,0.0,0.0,Flood,2019.0
442548,75.0,64.0,9.0,2.0,0.0,32153,12.0,0.0,0.0,Flood,2019.0
141222,17.0,10.0,6.0,1.0,0.0,1754,1.0,0.0,0.0,Flood,2019.0
150025,14.0,10.0,1.0,3.0,0.0,3723,1.0,0.0,0.0,Flood,2019.0
589340,94.0,74.0,20.0,0.0,0.0,18269,6.0,0.0,0.0,Flood,2019.0
304043,45.0,36.0,6.0,3.0,0.0,6864,4.0,0.0,0.0,Flood,2019.0
52504,8.0,6.0,2.0,0.0,0.0,5201,4.0,0.0,0.0,Flood,2019.0
12181,6.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
2112,1.0,1.0,0.0,0.0,0.0,0,0,0,0,Flood,2019.0
9356337,454.0,200.0,54.0,200.0,0.0,1350259,186.0,0.0,0.0,Flood,2019.0
508219,77.0,61.0,12.0,4.0,0.0,32484,10.0,0.0,0.0,Flood,2019.0
59855,11.0,10.0,1.0,0.0,0.0,1130,1.0,0.0,0.0,Flood,2019.0
154269,34.0,29.0,5.0,0.0,0.0,7837,3.0,0.0,0.0,Flood,2019.0
218710,30.0,23.0,6.0,1.0,0.0,30421,12.0,0.0,0.0,Flood,2019.0
3017545,229.0,137.0,38.0,54.0,0.0,409545,109.0,0.0,0.0,Flood,2019.0
505421,95.0,78.0,13.0,4.0,0.0,53991,14.0,0.0,0.0,Flood,2019.0
150710,52.0,49.0,2.0,1.0,0.0,4134,4.0,0.0,0.0,Flood,2019.0
8174317,266.0,42.0,21.0,203.0,0.0,527147,77.0,0.0,0.0,Flood,2019.0
99378,49.0,49.0,0.0,0.0,0.0,1578,2.0,0.0,0.0,Flood,2019.0
63249,22.0,20.0,2.0,0.0,0.0,252,1.0,0.0,0.0,Flood,2019.0
572689,161.0,147.0,11.0,3.0,0.0,99980,38.0,0.0,0.0,Flood,2019.0
409921,143.0,136.0,7.0,0.0,0.0,80773,43.0,0.0,0.0,Flood,2019.0
131801,58.0,55.0,3.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
725544,357.0,347.0,10.0,0.0,0.0,18430,11.0,0.0,0.0,Flood,2019.0
55315,15.0,13.0,2.0,0.0,0.0,2058,1.0,0.0,0.0,Severe Storm(s),2019.0
589479,82.0,68.0,7.0,7.0,0.0,28894,11.0,0.0,0.0,Severe Storm(s),2019.0
71443,25.0,24.0,0.0,1.0,0.0,3519,2.0,0.0,0.0,Severe Storm(s),2019.0
44421,19.0,18.0,1.0,0.0,0.0,7322,1.0,0.0,0.0,Severe Storm(s),2019.0
125859,48.0,46.0,1.0,1.0,0.0,16436,6.0,0.0,0.0,Severe Storm(s),2019.0
222132,59.0,54.0,4.0,1.0,0.0,16887,12.0,0.0,0.0,Severe Storm(s),2019.0
53518,25.0,24.0,1.0,0.0,0.0,795,1.0,0.0,0.0,Severe Storm(s),2019.0
199003,110.0,107.0,3.0,0.0,0.0,33658,12.0,0.0,0.0,Severe Storm(s),2019.0
87185,26.0,24.0,2.0,0.0,0.0,2916,3.0,0.0,0.0,Severe Storm(s),2019.0
31922,7.0,6.0,1.0,0.0,0.0,10550,3.0,0.0,0.0,Severe Storm(s),2019.0
242987,45.0,39.0,2.0,4.0,0.0,14158,7.0,0.0,0.0,Severe Storm(s),2019.0
401541,66.0,54.0,9.0,3.0,0.0,6847,6.0,0.0,0.0,Severe Storm(s),2019.0
3784103,218.0,85.0,63.0,70.0,0.0,316073,83.0,0.0,0.0,Severe Storm(s),2019.0
39082,23.0,22.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2019.0
158042,36.0,31.0,5.0,0.0,0.0,3934,2.0,0.0,0.0,Severe Storm(s),2019.0
58474,20.0,19.0,0.0,1.0,0.0,6100,6.0,0.0,0.0,Severe Storm(s),2019.0
994089,131.0,89.0,38.0,4.0,0.0,59337,17.0,0.0,0.0,Severe Storm(s),2019.0
225595,64.0,59.0,4.0,1.0,0.0,77457,20.0,0.0,0.0,Severe Storm(s),2019.0
103460,19.0,16.0,2.0,1.0,0.0,11977,3.0,0.0,0.0,Severe Storm(s),2019.0
130514,42.0,39.0,2.0,1.0,0.0,42193,10.0,0.0,0.0,Severe Storm(s),2019.0
18982,10.0,9.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Severe Storm(s),2019.0
651793,107.0,82.0,19.0,6.0,0.0,19812,8.0,0.0,0.0,Severe Storm(s),2019.0
612590,30.0,6.0,11.0,13.0,0.0,160930,35.0,0.0,0.0,Severe Storm(s),2019.0
4047505,456.0,310.0,92.0,54.0,0.0,368155,93.0,0.0,0.0,Severe Storm(s),2019.0
784389,81.0,57.0,13.0,11.0,0.0,35216,8.0,0.0,0.0,Severe Storm(s),2019.0
188311,44.0,37.0,5.0,2.0,0.0,47288,11.0,0.0,0.0,Severe Storm(s),2019.0
42222,25.0,25.0,0.0,0.0,0.0,1400,1.0,0.0,0.0,Severe Storm(s),2019.0
15598,19.0,19.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
110877,46.0,44.0,2.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
375129,112.0,101.0,9.0,2.0,0.0,41832,25.0,0.0,0.0,Flood,2019.0
10726,6.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
64081,28.0,28.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
33768,15.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
16358,10.0,10.0,0.0,0.0,0.0,892,1.0,0.0,0.0,Flood,2019.0
416169,214.0,209.0,5.0,0.0,0.0,5446,3.0,0.0,0.0,Flood,2019.0
388707,160.0,156.0,3.0,1.0,0.0,5046,5.0,0.0,0.0,Flood,2019.0
121649,69.0,68.0,1.0,0.0,0.0,6267,4.0,0.0,0.0,Flood,2019.0
115592,43.0,39.0,4.0,0.0,0.0,1430,1.0,0.0,0.0,Flood,2019.0
346688,143.0,135.0,8.0,0.0,0.0,2063,2.0,0.0,0.0,Flood,2019.0
33353,11.0,10.0,1.0,0.0,0.0,0,0.0,0.0,0.0,Flood,2019.0
