disasterNumber,hmgpCloseoutStatus,hmgpReconciliationDate,lockedInCeilingAmount,obligatedTotalAmount,obligatedInitiativeAmount,obligatedPlanningAmount,obligatedRegularAmount,obligatedSMCAmount,obligatedGranteeAdmin,obligatedSubgranteeAdmin,hash,lastRefresh
1745,Closed,2014-08-11T04:00:00.000Z,3000686,2847013,132107,139685,2428551,146670,0,0,ec769ac93ca87c2282f83d0f375f17de,2019-10-10T19:40:45.011Z
1718,Closed,2018-08-09T04:00:00.000Z,4866499,1581929,182220,157166,1226898,0,0,15645,8ba8d62a963014ca8de2762766961084,2019-10-10T19:40:44.987Z
1974,Closed,2018-04-09T04:00:00.000Z,9233028,8713370,0,118333,8434479,160558,0,0,6e53fe0f65f82c4af8e6d9723204ed06,2019-10-10T19:40:44.961Z
4159,Closed,2019-01-30T05:00:00.000Z,1525687,1132024.96,0,48236,1047859.05,35929.91,0,0,d0405481de5f67170782afad8e6d46f5,2019-10-10T19:40:45.072Z
4152,Open,,6004820,2145472,300241,342372,1209223,293636,0,0,4405a7fa696c8c77c389b2dfd8674b9b,2019-10-10T19:40:45.005Z
4195,Open,,23855334,23901252.85,1128006.85,136393,21470327,1166526,0,0,a5858d6d9905e835350a5558cea9fd2f,2019-11-30T20:31:44.222Z
1911,Closed,2019-08-29T04:00:00.000Z,6421500,2477129.75,0,112500,2050618.75,314011,0,0,2601bd7909c48a22a51ab2d079616d71,2019-10-10T19:40:44.676Z
4322,Open,,4326702,406514,0,300000,106514,0,0,0,803137257c4352dbcc1ba34bd235ce4e,2019-12-04T20:31:40.180Z
4278,Open,,898247,920034.51,40491.51,22947,812672,43924,0,0,b99a9c0db0d43bd2391ce98b4164d444,2019-10-10T19:40:44.915Z
1604,Open,,364447276,331310233.98,33230128,1820216,276812090.08,14433605,1612321.53,3401873.37,f440707f5aebd8fa4e8b915df6608a57,2019-10-10T19:40:44.928Z
1992,Closed,2019-05-15T04:00:00.000Z,311333,306106.24,0,0,290882.24,15224,0,0,7a528998f26c3b6cf3eae3936d6d93fd,2019-10-10T19:40:44.992Z
4200,Closed,2018-04-16T04:00:00.000Z,1235665,1282099,0,83625,1149170,49304,0,0,97d9f7afeea9af7da3fe165abeb05838,2019-10-10T19:40:45.000Z
1766,Closed,2018-01-24T05:00:00.000Z,25531906,18074955,0,0,16826465,1248490,0,0,bfeaad673b1190a5d4506c0904439a51,2019-10-10T19:40:45.046Z
4155,Closed,2018-05-24T04:00:00.000Z,6364021,5836557,189013,86250,5450951,110343,0,0,3d88d1571715a2c97adf0f18a3c6b6e6,2019-10-10T19:40:44.983Z
4198,Closed,2019-04-10T04:00:00.000Z,232334,110714.19,7884,0,102383.33,446.86,0,0,fbd1eb9bca9eec3bb57aab670d637a12,2019-10-10T19:40:45.291Z
1947,Closed,2015-03-19T04:00:00.000Z,167808,173937,0,0,165731,8206,0,0,79556d498103501765a1743da541e5d5,2019-10-10T19:40:44.952Z
1546,Closed,2012-04-02T04:00:00.000Z,2577785,1839971,0,0,1660550,128691,7701,43029,00f3ee006d68dc1e74fcf26592de7ac8,2019-10-10T19:40:45.016Z
1084,Closed,1996-01-13T05:00:00.000Z,0,0,0,0,0,0,0,0,532dd760bf222e4198ad9e6f96b980e6,2019-10-10T19:40:44.972Z
1897,Open,,7695158,7832321,14396,0,7441632,376293,0,0,10c17fb981217373c1be79ea926f89c5,2019-10-10T19:40:44.726Z
1920,Closed,2016-01-20T05:00:00.000Z,219732,155861,0,0,154886,975,0,0,14f1ac155b5ccdf3076d10eb0a8345db,2019-10-10T19:40:45.053Z
1846,Closed,2018-08-31T04:00:00.000Z,314085,198355,0,0,184039,14316,0,0,bd9e6beb572fd20e012e3799488bbd95,2019-10-10T19:40:44.700Z
4035,Closed,2017-02-16T05:00:00.000Z,491583,514894,0,0,491000,23894,0,0,cd178989a5ccbbb667f1e1b8cb0b44f4,2019-10-10T19:40:44.980Z
4193,Open,,7482350,3636564,0,0,3325592,310972,0,0,e75633880a7998252239bf988f53803b,2019-10-10T19:40:45.079Z
991,Closed,1996-07-01T04:00:00.000Z,1035172,1106889,0,0,1035172,0,21850,49867,1742285a592e986597b6d6ba5a2f9a98,2019-10-10T19:40:45.046Z
4161,Closed,2018-07-18T04:00:00.000Z,250622,251861,0,5580,234026,12255,0,0,542c1b40ce508c132c9239db681d6988,2019-10-10T19:40:45.060Z
4082,Open,,947679,976159,38285,0,891644,46230,0,0,30b1bd2aa31807be3668d22b840a3a27,2019-10-10T19:40:44.977Z
1981,Open,,73144649,72120956,2954362,501456,65959390,2705748,0,0,4bea4aca4c6821cdf217da3eb9935fbc,2019-10-10T19:40:45.064Z
1976,Open,,8319661,6625416.03,737657,341150,5139778.03,406831,0,0,2f33d15b0ccbd305de0c232961e2c2fa,2019-10-26T07:26:32.735Z
1980,Closed,2018-03-22T04:00:00.000Z,91541197,92526566,362745,369666,90085688,1708467,0,0,0b01a51ba88372074f7a4e1c135b2c05,2019-10-10T19:40:44.674Z
1181,Closed,2007-10-09T04:00:00.000Z,5516989,4031169,305308,0,3426043,137684,50844,111290,3684c7e91500f7fb6c1125adabe1ce9d,2019-10-10T19:40:44.575Z
4170,Open,,1284814,1081335.25,45690,89778,883040.25,62827,0,0,1fa24d10566c26e3e3befb0084da6b85,2019-10-10T19:40:44.938Z
4130,Open,,1809123,1827581,0,0,1809123,18458,0,0,d1bd28bb694ad9329085f354baf9b744,2019-10-10T19:40:45.036Z
4206,Open,,139888,146318.5,0,11073,128404.5,6841,0,0,a233d32a4ce94eb2406a6c8ad2318584,2019-10-10T19:40:45.295Z
1684,Closed,2012-05-16T04:00:00.000Z,2309143,1209775,0,0,1187905,0,0,21870,36b3f67689cbc23db1f30fa1a62c4c07,2019-10-10T19:40:45.034Z
4416,Open,,6437672,0,0,0,0,0,0,0,45e22ad8f079f17d221f0951a5584443,2019-10-10T19:40:45.293Z
961,Closed,2003-06-30T04:00:00.000Z,4114656,3861727,203733,0,3472597,0,49126,136271,6906cac639c2f5ed8bfeedee54956082,2019-10-10T19:40:45.058Z
4162,Open,,4440494,3746768,0,0,3529628,217140,0,0,035f4ace636e36adafeb782a8969b9e1,2019-10-10T19:40:45.063Z
1952,Open,,11457103,10658313,390951,763533,9034330,469499,0,0,d3392bc013b7aae3e6e3cf8579111b7e,2019-11-27T20:32:21.587Z
1914,Closed,2015-03-10T04:00:00.000Z,425437,418576,7206,29000,361566,20804,0,0,c9c8398a25f9767ea1d4cb57863ae4b0,2019-10-10T19:40:44.680Z
4175,Closed,2019-12-18T05:00:00.000Z,13949221,2638843,1259548,0,716120,663175,0,0,51a270104c1dc9ab497864fb86f0ce3d,2019-12-19T20:44:21.711Z
4211,Open,,5225692,4034734,0,247500,3531698,255536,0,0,68761b3b61db3db359d04a48e05f3fbb,2019-10-10T19:40:45.045Z
4199,Open,,12896165,7146316.25,644576,677103,5194020.25,630617,0,0,0a0372ae6a61da5dc215b90defecbfe2,2019-10-10T19:40:44.970Z
1814,Closed,2015-07-07T04:00:00.000Z,1247010,0,0,0,0,0,0,0,5eb4d5c9140d76e0ba1b784b40afbf41,2019-10-10T19:40:44.702Z
1460,Closed,2010-10-25T04:00:00.000Z,877801,423565,0,0,346981,60864,8145,7575,d2047f7fe958179299a9c8ca3bdd8fc2,2019-10-10T19:40:44.555Z
877,Open,,0,0,0,0,0,0,0,0,ceb1597bd35a36304792638d9a4e87e3,2019-10-10T19:40:45.076Z
4156,Closed,2018-06-14T04:00:00.000Z,394262,370314,36057,9770,318522,5965,0,0,2dc38f5eba7b8e700eb86312e27edce4,2019-10-10T19:40:44.973Z
1475,Closed,2010-08-19T04:00:00.000Z,1276261,781278,55845,45000,573346,70854,14910,21323,95675cd751c96915218334ad2a6ad83d,2019-10-10T19:40:45.028Z
4316,Open,,252069,148158.5,0,12000,123832.5,12326,0,0,fbeac648939f9d7e3685a4d92f50e90e,2019-10-10T19:40:44.927Z
4084,Closed,2019-05-15T04:00:00.000Z,3660183,3444360.76,0,177872,3087509.58,178979.18,0,0,0bdca1f3a318e7fad97e8a47fd0013bd,2019-10-10T19:40:44.977Z
1042,Closed,2003-03-10T05:00:00.000Z,2128044,2210706,95125,0,2019565,13355,32778,49883,e75cebf93ebc1ab58183583cbf03aea7,2019-10-10T19:40:45.027Z
4197,Open,,1299374,212206,18734,0,129933,63539,0,0,18f8c4667931e16886169852ac3e00f7,2020-01-03T20:32:25.743Z
1840,Closed,2017-06-14T04:00:00.000Z,2765434,2530307,0,0,2401636,128671,0,0,0174c9c00c9fc2244c3011ff812b1bdd,2019-10-10T19:40:44.699Z
1427,Closed,2015-08-18T04:00:00.000Z,3631229,1810224,0,116250,1321223,303617,25808,43326,054da2d21ac87635af324901141f0bba,2019-10-10T19:40:44.719Z
4349,Open,,1821414,1788318.5,48982.5,22500,1692444,24392,0,0,57ee25ecbee8a5bda40868c7fda1b8b5,2019-12-17T20:32:32.346Z
1909,Open,,81558315,64868918.76,1307935,349935,62187387,1023661.76,0,0,77fe1bb6550026f0f577d3b64507513c,2019-10-10T19:40:44.667Z
1836,Closed,2018-08-01T04:00:00.000Z,1292960,666076,74164,0,528686,63226,0,0,a649e4afa40d5075c58c39ad78bccf63,2019-10-10T19:40:44.713Z
4080,Open,,66975168,58077525.5,1556057.75,2097912,51148469.75,3275086,0,0,492f31be38a21f8e6a71de16e4301686,2019-12-06T20:47:20.698Z
1621,Closed,2012-07-31T04:00:00.000Z,150140,104508,0,0,95509,2199,2987,3813,a9be7754efee6cdf73b760e7ea117e91,2019-10-10T19:40:44.675Z
1066,Closed,2003-04-21T04:00:00.000Z,579597,315536,174875,0,122914,0,7167,10580,76549750d931897d61e7310336e7ec74,2019-10-10T19:40:45.014Z
4027,Open,,1608921,912225.5800000001,60441,93217.33,679891.25,78676,0,0,7bb5ab906edeb58f28f5ac8c2c9140cd,2019-10-10T19:40:44.675Z
4014,Closed,2018-05-17T04:00:00.000Z,528965,420748,52182,0,363619,4947,0,0,6a2a76792edefbeb7a6e0961f0631a2b,2019-10-10T19:40:45.011Z
4124,Closed,2018-11-06T05:00:00.000Z,1217384,1227697.03,0,85217,1108039,34441.03,0,0,7dd17ea866141ab6c86e7ab62c5c4c7a,2019-10-10T19:40:44.981Z
4241,Open,,48037214,33364418.5,2399472,0,28615926.5,2349020,0,0,1b7ccd299f6c60d8433b51aff71d694a,2019-11-04T11:58:03.334Z
1797,Closed,2019-07-03T04:00:00.000Z,2087015,1905215,101509,63750,1637901,102055,0,0,8ded2ed17652fa6b210ab7a2f4481f9d,2019-10-10T19:40:44.688Z
4172,Open,,287346,192278.26,13070,0,171964.5,7243.76,0,0,47805a8c32095a99132d9ca89b1c8cc5,2019-12-27T20:44:05.257Z
1014,Closed,2002-05-17T04:00:00.000Z,3038852,3152293,157158,0,2875769,5925,42102,71339,a0f1e9f077a222437dfc3f74db14d45b,2019-10-10T19:40:44.961Z
1956,Closed,2017-09-29T04:00:00.000Z,940987,728851,33785,0,649052,46014,0,0,c47eb5d210ff49ca34c4c08788c40da5,2019-10-10T19:40:44.716Z
1842,Closed,2019-05-28T04:00:00.000Z,2009776,881798,0,0,783520,98278,0,0,3cc198753b3e0017adf4d70a07972c00,2019-10-10T19:40:44.592Z
1686,Closed,2015-12-04T05:00:00.000Z,12699596,8877853,964687,667933,6187819,864230,75732,117452,a83e886d823d633c6c930c59ac35612a,2019-10-10T19:40:45.040Z
4201,Open,,1567582,0,0,0,0,0,0,0,c148fa325bba900032c2c1a152b211f5,2019-10-10T19:40:44.989Z
4109,Open,,3954861,3761126.84,195678,228417.58000000002,3143638.26,193393,0,0,e6b28dc9f3eb1f4156e0073cb64dc4ba,2019-11-15T20:52:41.781Z
4108,Closed,2019-09-26T04:00:00.000Z,466754,249129.51,0,0,240496,8633.51,0,0,f18fc9055c086afb44bd15a6a2969277,2019-10-10T19:40:45.070Z
1850,Closed,2017-11-01T04:00:00.000Z,2354500,794466,0,41303,753163,0,0,0,b031b06bfdf0a13a02b0461bdab2d950,2019-10-10T19:40:44.726Z
4000,Closed,2018-08-23T04:00:00.000Z,642837,68035,0,44999,0,23036,0,0,4c5dbf725f4ded15ec0b2141e74885c7,2019-10-10T19:40:45.002Z
954,Closed,2001-12-03T05:00:00.000Z,153679,166237,0,0,153679,0,4241,8317,271dc1d52b46ed88f810153e63d6f49d,2019-10-10T19:40:44.687Z
4268,Open,,2598578,1074284.5,110709,0,836505.5,127070,0,0,8dc08e2c8b5f6128641110e619635684,2019-10-10T19:40:44.983Z
1843,Closed,2016-09-28T04:00:00.000Z,4055613,3479110,0,166900,3126359,185851,0,0,cb6db95236fc8ee8bae1af9879ca7856,2019-10-10T19:40:44.721Z
1175,Closed,2008-09-05T04:00:00.000Z,34816457,33128374,1405001,0,30363731,669005,187902,502735,18474df6fb90ce0c4a5d3456c43cbabe,2019-10-10T19:40:45.028Z
1547,Closed,2011-11-02T04:00:00.000Z,825450,630116,58834,0,504025,46352,1713,19192,d199153f6ee653ddc210bde2bf73b21c,2019-10-10T19:40:44.577Z
1801,Closed,2014-08-12T04:00:00.000Z,955199,466669,18225,55379,346366,46699,0,0,129a89c0b19878e50d7c93896af9669c,2019-10-10T19:40:44.979Z
1555,Closed,2009-03-13T04:00:00.000Z,279789,154339,0,0,148402,0,1,5936,d7d91729237e1a3553e0899ac38659a9,2019-10-10T19:40:44.577Z
1867,Open,,3443029,2708545,0,76846,2508092,123607,0,0,89d011b033fdb9d94f23d41a9f151411,2019-10-10T19:40:45.031Z
1896,Closed,2013-12-18T05:00:00.000Z,1663875,208855,45621,0,153935,9299,0,0,0f38db962ab5cdbacd7ee1f97720ab0f,2019-10-10T19:40:44.678Z
1379,Closed,2016-01-12T05:00:00.000Z,231827393,201035427,230096,4496916,193338533,1,1035997,1933884,747d3a0a659b3610fbd416619ceae5c3,2019-10-10T19:40:45.012Z
1716,Closed,2011-07-21T04:00:00.000Z,244231,149208,0,0,144358,0,0,4850,98be047ffe4e982f368297f0cce0622e,2019-10-10T19:40:44.667Z
1687,Closed,2012-04-30T04:00:00.000Z,1988719,1560380,0,0,1503000,0,26340,31040,ea33be7cab891ee8cc739009666272db,2019-10-10T19:40:45.072Z
1750,Closed,2015-01-16T05:00:00.000Z,1199868,932979,59972,81909,732424,58674,0,0,22df1275baf6a12688cc968c8d49162c,2019-10-10T19:40:44.675Z
4105,Open,,914545,955376,0,0,910655,44721,0,0,51a8604ec6c31b64265a802ed85ca56f,2019-10-10T19:40:45.003Z
1627,Closed,2012-03-26T04:00:00.000Z,373808,376173,0,1125,364288,0,1,10759,8792f2460db73b404df25447a1a7afb5,2019-10-10T19:40:45.000Z
1680,Closed,2014-04-16T04:00:00.000Z,263916,238501,26389,18474,133142,57489,343,2664,e19a5c3f8c1d5fb79f0b7984234a2f23,2019-10-10T19:40:45.009Z
1450,Closed,2012-11-28T05:00:00.000Z,1430681,1255425,0,0,1027472,176278,21576,30099,8a4c8d8fda3e96084b6cc8b0e443b3fa,2019-10-10T19:40:44.723Z
1136,Closed,2003-09-25T04:00:00.000Z,34729178,24685040,1063385,0,22410497,652746,186062,372350,493da98bac8f879e37c7e129cb560948,2019-10-10T19:40:45.026Z
4301,Open,,22097355,16062413.78,290249.8,888821,14179913.98,703429,0,0,3e50c61f38d030d911d634f32faf98e7,2019-10-27T09:28:15.216Z
1549,Closed,2014-02-06T05:00:00.000Z,41485128,37574846,3734623,632555,30390629,1781131,194440,841468,b664e08917de9012fbe7802a4f6ddfdc,2019-10-10T19:40:44.710Z
1289,Closed,2004-03-03T05:00:00.000Z,290087,305977,0,0,289283,0,6980,9714,5cc157e7bfef4b7f4932aed0ea5ff671,2019-10-10T19:40:44.720Z
4203,Open,,846871,862816,31159,0,812500,19157,0,0,4930f6b29c0fe00c12900139a5c9afd5,2019-10-10T19:40:44.947Z
1565,Closed,2011-03-10T05:00:00.000Z,851057,700048,0,0,622982,57667,247,19152,ca4bdc067c88de39eedb238c9b71f22d,2019-10-10T19:40:45.052Z
4240,Open,,59045860,44182037.64,1344880.71,1829649.3900000001,40042723.54,964784,0,0,c56b2d04e436759505e4dcf33f3abac6,2019-11-28T20:31:45.576Z
4160,Closed,2018-12-03T05:00:00.000Z,797872,795042.5700000001,0,55851,710082.84,29108.73,0,0,02d1ab6803ee418a6413d95e1a734e7e,2019-10-10T19:40:44.974Z
1852,Closed,2015-04-29T04:00:00.000Z,461009,229235,0,0,228826,409,0,0,8153410c4381a3949defd69bc8b6b49d,2019-10-10T19:40:45.046Z
4163,Open,,949379,446281.29000000004,31500,48040.54,320315.75,46425,0,0,814c2de922db74249edfebf9d2043067,2019-10-10T19:40:45.058Z
981,Closed,1999-04-23T04:00:00.000Z,893032,595347,0,0,505310,50000,12654,27383,9061170e3778457bf9e1b8d7aa592804,2019-10-10T19:40:45.068Z
1207,Closed,2008-11-19T05:00:00.000Z,2743543,2573410,126662,0,2302813,62933,31896,49106,bee1c0935e56b43846e00f386d3270b6,2019-10-10T19:40:44.963Z
4202,Open,,556401,583608.25,0,0,556400.25,27208,0,0,14c3aeee84d1b0e3456e733122ad9156,2019-10-10T19:40:45.009Z
1743,Closed,2017-02-01T05:00:00.000Z,457763,339127,0,0,338642,485,0,0,b1c0dedc4f5673a69e5142658c2883e2,2019-10-10T19:40:44.923Z
4174,Closed,2019-12-05T05:00:00.000Z,1725612,1797562.06,0,108750,1609362,79450.06,0,0,124ecb040a5483ef440a46e81affa8b4,2019-12-09T20:31:17.473Z
1966,Closed,2017-07-31T04:00:00.000Z,1627060,1681284,3683,107331,1512559,57711,0,0,ac591f981d85a0ae6f8a07283e020820,2019-10-10T19:40:44.673Z
1016,Closed,2004-02-11T05:00:00.000Z,1517576,1403671,75706,0,1234052,24975,26603,42335,fbeea932c0969d39ed6be9f20ae5d84b,2019-10-10T19:40:44.574Z
1900,Closed,2016-08-17T04:00:00.000Z,1915501,1807555,56808,67189,1590592,92966,0,0,7bb4fdf641f4c8541f1e5f9f6dc25efb,2019-10-10T19:40:44.573Z
1548,Closed,2014-01-06T05:00:00.000Z,1038692,262694,0,0,248925,0,6131,7638,52b244470cc1ce339fbd998d2b551eb3,2019-10-10T19:40:44.689Z
1297,Closed,2005-06-01T04:00:00.000Z,790539,831368,32759,0,738803,18977,17282,23547,a8ca3a1b5e791d7472fb90bf5c0f6ddb,2019-10-10T19:40:44.716Z
4181,Closed,2018-07-31T04:00:00.000Z,1237149,861379,36996,69569,694317,60497,0,0,ee1d8fa676dea65b16a57c95d8ec0102,2019-10-10T19:40:45.070Z
4355,Open,,1347520,503794.5,0,0,472090.5,8099,0,0,9df16504c58b49df7a9ca4aa09e34a8b,2019-10-10T19:40:44.672Z
1936,Closed,2017-07-18T04:00:00.000Z,1865960,209530,68819,70500,70211,0,0,0,0721635949de50c6ae13cd2570cbc783,2019-10-10T19:40:44.990Z
1542,Closed,2013-03-06T05:00:00.000Z,209109,194011,3150,14300,175499,0,363,699,88d7a5c2f67792104c111eff50a0fdc1,2019-10-10T19:40:44.719Z
4173,Open,,1398794,1463704,69940,97916,1227447,68401,0,0,db6eca6fcd425e82b1c7ec5ee96fa57b,2019-10-10T19:40:44.945Z
1315,Closed,2005-01-20T05:00:00.000Z,620630,662973,0,0,580548,40082,13980,28363,d60f9dbe07e3c733cd0b7a3760ce1896,2019-10-10T19:40:44.725Z
4049,Closed,2018-06-06T04:00:00.000Z,507411,183991,0,0,169080,14911,0,0,f61da557b01d75e5d39b070341f5b8cb,2019-10-10T19:40:45.029Z
1937,Closed,2016-01-14T05:00:00.000Z,635538,537972,0,0,506894,31078,0,0,c1509d4c56d96b9268562e097a4a3def,2019-10-10T19:40:44.672Z
912,Closed,1997-04-15T04:00:00.000Z,54342,59241,0,0,54342,0,1725,3174,86b7d2c78b3a5dfac43f0f8b897de8d0,2019-10-10T19:40:44.939Z
1921,Closed,2016-08-30T04:00:00.000Z,4229616,2374487,188431,43499,1998052,144505,0,0,0b8461344ae768db544a45e83f608e8a,2019-10-10T19:40:44.708Z
1847,Closed,2015-09-10T04:00:00.000Z,9544280,7114907,26118,248666,6801816,38307,0,0,c1c12bf46cf2ebcf031b1113af478e70,2019-10-10T19:40:44.679Z
1593,Closed,2010-01-15T05:00:00.000Z,1646946,992916,0,0,947276,0,20449,25191,3a870923a2ce6644604a9b0fd5bec6aa,2019-10-10T19:40:44.700Z
1581,Closed,2011-03-22T04:00:00.000Z,572278,112353,24868,36000,20884,24780,2551,3270,8c96deb63e1cb99eb714cb4256522115,2019-10-10T19:40:44.718Z
4165,Open,,8518036,8390590.5,411674.5,593073,6969311,416532,0,0,7e33c3ba77875acc7b6a629c383ee98a,2019-12-14T20:31:37.567Z
1484,Closed,2011-11-21T05:00:00.000Z,6016488,4328378,159558,230390,3682469,158189,42166,55606,88566802dd7e0a993a48f31f1f8772dd,2019-10-10T19:40:45.017Z
888,Closed,2001-09-26T04:00:00.000Z,94251,102177,9000,0,85251,0,2976,4950,5dba501098d584cadf37c9599bcdd3fd,2019-10-10T19:40:45.001Z
1829,Closed,2016-09-19T04:00:00.000Z,21806117,15009211,890838,192424,13230297,695652,0,0,b4f422fdfde94bdb5849e22fe673c1d0,2019-10-10T19:40:44.711Z
1888,Closed,2018-08-20T04:00:00.000Z,1486947,1099917.3,30964,0,1038131,30822.3,0,0,01b45b7c4f3bfeeffcee987a350c2933,2019-10-10T19:40:44.687Z
1689,Closed,2013-08-14T04:00:00.000Z,1500000,1141292,75000,30000,969513,15919,22033,28827,3ff81d2da1353200231ddfdf8f21aaf6,2019-10-10T19:40:44.679Z
1830,Closed,2016-05-03T04:00:00.000Z,6204157,3063408,271889,296367,2194673,300479,0,0,78a74eacc2bfc9e679fce0f8b1bb1437,2019-10-10T19:40:44.724Z
4111,Open,,3342664,2591724,0,233000,2195268,163456,0,0,28941e44e60a3c22e59503d099d62d47,2019-10-10T19:40:45.043Z
858,Closed,2003-12-11T05:00:00.000Z,126413,66710,0,0,61425,0,1943,3342,c2d9c7abb713b6ec51686dca313e33da,2019-10-10T19:40:44.983Z
4214,Open,,13277200,10128584.47,0,720786.47,8758543,649255,0,0,5d9db71a8cf4d1ce22242d37d411e7cf,2019-10-10T19:40:44.954Z
4058,Closed,2019-08-01T04:00:00.000Z,1057305,533707.11,37024,53658,433527.43,9497.68,0,0,3dca588a1e90a610a8c5c5c22d73d7f4,2019-10-10T19:40:45.063Z
1261,Closed,2008-03-06T05:00:00.000Z,1116580,1096729,108424,0,936685,0,21750,29870,337ac8e60829a9bb34bb344c091892ca,2019-10-10T19:40:44.554Z
1940,Closed,2016-08-08T04:00:00.000Z,1796520,1141916,53200,0,1039168,49548,0,0,bf9aea66aec69a8fa3c0fef07c2f5bda,2019-10-10T19:40:44.705Z
1041,Closed,2004-04-01T05:00:00.000Z,19179112,18542129,0,0,18049004,111301,128070,253754,996855c49660d111559696a2c6a23176,2019-10-10T19:40:44.954Z
1890,Closed,2011-10-21T04:00:00.000Z,1202043,0,0,0,0,0,0,0,a5f28a04450eb06f0ae0a7d9d9c1a6bf,2019-10-10T19:40:45.038Z
1568,Closed,2010-11-10T05:00:00.000Z,336179,226946,0,0,200943,14499,5146,6358,b5baec621ae23b7b5842a3edc70ced67,2019-10-10T19:40:44.695Z
1456,Closed,2009-10-06T04:00:00.000Z,431305,72631,0,19916,14250,30887,2921,4657,edd3b0fa60910c52040b6106147d8e67,2019-10-10T19:40:44.547Z
1557,Closed,2010-08-31T04:00:00.000Z,12562391,9768599,0,0,9530002,0,2468,236129,c02d7ce79b449dfad36f6e3347abc9b2,2019-10-10T19:40:44.930Z
1462,Closed,2007-09-27T04:00:00.000Z,921451,928244,0,0,921451,0,24,6769,bd9cdb32a5e5796f748dfe0ff0417277,2019-10-10T19:40:44.591Z
1222,Closed,2002-08-15T04:00:00.000Z,448468,333938,17896,0,278449,18750,7528,11315,5910b0934b24ab5eabd4ec3eb407e8af,2019-10-10T19:40:44.576Z
4053,Closed,2017-06-05T04:00:00.000Z,421008,441205,21000,0,399758,20447,0,0,569b17923edb67c7735e666edabbb2ba,2019-10-10T19:40:44.967Z
4157,Closed,2018-11-30T05:00:00.000Z,369304,247424.87,0,14000,233424.87,0,0,0,4b0ae60ad54d0c23f9e6ea70ca463311,2019-10-10T19:40:45.294Z
1926,Closed,2018-10-02T04:00:00.000Z,519834,541078.83,21319,28000,466714,25045.83,0,0,25d94d89d94cb4e212bc6ef2652d04ac,2019-10-10T19:40:44.599Z
4149,Closed,2018-04-23T04:00:00.000Z,1830039,1785651,0,76595,1619567,89489,0,0,d3d5d0de58ee5ed2069a0c76a854c556,2019-10-10T19:40:45.027Z
1898,Closed,2016-10-20T04:00:00.000Z,6695550,4954255,0,376524,4283688,294043,0,0,8616483bc0b9e981a21b83d9ba120984,2019-10-10T19:40:44.685Z
1595,Closed,2016-07-25T04:00:00.000Z,13510549,11497847,486034,152250,9405694,1278905,39323,135641,e66c653f88c0d2be93c62c09cf0cd9c9,2019-10-10T19:40:44.995Z
1405,Closed,2005-09-20T04:00:00.000Z,735355,752279,28945,51474,644129,0,1497,26234,a32200b6bca33705cf9ebf55e069c910,2019-10-10T19:40:45.294Z
1961,Closed,2015-11-24T05:00:00.000Z,1917922,1769996,0,0,1765483,4513,0,0,2469bb048e10de1df846efe804e115e1,2019-10-10T19:40:45.006Z
1569,Closed,2010-05-10T04:00:00.000Z,607510,614553,0,42000,431022,124792,2565,14174,130f275685774ff74d4adde7a721e6a0,2019-10-10T19:40:44.673Z
1844,Closed,2015-03-19T04:00:00.000Z,789626,793594,0,55274,699707,38613,0,0,a95a8e01aa77acd50fdde7d0be67ac4a,2019-10-10T19:40:44.995Z
1919,Closed,2015-12-17T05:00:00.000Z,955589,434136,0,47428,339980,46728,0,0,e05667cce840b1f77ef00cd7d3eab20c,2019-10-10T19:40:44.722Z
4065,Closed,2018-06-06T04:00:00.000Z,486560,319205,0,0,302015,17190,0,0,acd4a405647445264ce13c83ef26fffa,2019-10-10T19:40:45.293Z
1603,Open,,1722818666,1584881743.64,128091269,14519998,1325148847.19,100190391,7422345.04,9508893.41,f6438fd39516826ce8718f0416ba696d,2019-11-27T20:32:21.782Z
893,Closed,2002-09-25T04:00:00.000Z,295696,92445,1621,0,69148,0,7203,14473,c258801ebf7fffc635f39b65569d291a,2019-10-10T19:40:44.953Z
1189,Closed,2002-02-20T05:00:00.000Z,358416,108279,0,0,101469,0,3104,3706,b51b2d31fd60fc2941407eecd0d86db1,2019-10-10T19:40:44.678Z
1931,Closed,2018-09-09T04:00:00.000Z,4625779,2695875,35909,312657,2162365,184944,0,0,9932db6036d78ed71d09dae59eb5bd17,2019-10-10T19:40:44.680Z
903,Open,,0,0,0,0,0,0,0,0,f18f8c3d6f59ed93ac5e3eda3cb660d3,2019-10-10T19:40:45.013Z
1929,Closed,2015-01-14T05:00:00.000Z,107640,112780,0,0,107516,5264,0,0,9febfa32bc54f5b74abb1540e4003d1b,2019-10-10T19:40:45.007Z
4207,Open,,584065,415567.57,0,0,406982.81,8584.76,0,0,16908b9ed46d9f5c6f2bd4a0bc2da407,2019-10-10T19:40:45.290Z
1563,Closed,2009-09-30T04:00:00.000Z,520823,406711,0,0,395173,0,0,11538,1938b0aa64100d623ffce7f5c63bfac6,2019-10-10T19:40:44.965Z
914,Closed,1998-07-29T04:00:00.000Z,653291,698441,0,0,651881,0,14675,31885,a8b84dc43eb8415602b9402c67b35a5b,2019-10-10T19:40:44.716Z
1854,Closed,2015-09-17T04:00:00.000Z,1262344,912871,0,58623,797543,56705,0,0,ba3088af44a00f1352967a0ece6a0b06,2019-10-10T19:40:44.719Z
