Disaster,State,County,City,Zip Code,Valid Registrations,Total Inspected,Inspected with No Damage,Total with Moderate Damage,Total with Major Damage,Total with Substantial Damage,Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants,address
4116,IL,Cook (County),S CHICAGO HTS,60411,1,1,1,0,0,0,1,$654,$0,$0,$654,1,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),SOUTH CHICAGO HEIGHTS,60411,16,15,11,4,0,0,8,"$10,774",$0,"$8,258","$2,516",8,0,0,0,"4116, IL, Cook (County)"
4116,IL,DuPage (County),SAUK VILLAGE,60411,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, DuPage (County)"
4116,IL,Will (County),SAUK VILLAGE,60411,2,2,2,0,0,0,1,$301,$0,$0,$301,1,0,0,0,"4116, IL, Will (County)"
4116,IL,Cook (County),CHICAGO RIDGE,60415,4,4,4,0,0,0,3,"$3,065",$0,$0,"$3,065",3,0,0,0,"4116, IL, Cook (County)"
4116,IL,Grundy (County),COAL CITY,60416,1,1,0,1,0,0,1,"$5,406",$0,"$1,834","$3,572",1,0,0,0,"4116, IL, Grundy (County)"
4116,IL,Grundy (County),DIAMOND,60416,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Grundy (County)"
4116,IL,Will (County),CRETE,60417,20,17,8,6,0,3,12,"$50,635","$1,990","$35,677","$12,968",12,0,0,0,"4116, IL, Will (County)"
4116,IL,Cook (County),DOLTON,60419,632,598,375,164,4,55,265,"$688,655",$0,"$504,968","$183,687",256,9,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),FLOSSMOOR,60422,26,25,7,8,1,9,16,"$68,902",$0,"$57,731","$11,171",14,2,0,0,"4116, IL, Cook (County)"
4116,IL,Will (County),FRANKFORT,60423,8,5,5,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Will (County)"
4116,IL,Cook (County),GLENWOOD,60425,68,64,33,22,3,6,38,"$83,275",$0,"$55,016","$28,259",37,1,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),DIXMOOR,60426,57,52,34,11,1,6,29,"$78,443",$0,"$48,838","$29,605",28,1,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),HARVEY,60426,873,851,560,222,12,57,448,"$1,026,792",$0,"$744,917","$281,876",436,11,1,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),MARKHAM,60426,10,10,5,4,0,1,5,"$8,086",$0,"$7,956",$130,5,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),PHOENIX,60426,59,57,36,12,3,6,25,"$56,435",$0,"$45,211","$11,224",24,1,0,0,"4116, IL, Cook (County)"
4116,IL,Crawford (County),HARVEY,60426,1,1,0,1,0,0,1,"$2,079",$0,"$1,818",$261,1,0,0,0,"4116, IL, Crawford (County)"
4116,IL,Cook (County),HARVEY,60428,2,1,1,0,0,0,1,"$3,284",$0,$0,"$3,284",1,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),MARKHAM,60428,232,226,152,55,4,15,100,"$298,197",$0,"$236,552","$61,645",95,5,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),HAZEL CREST,60429,264,249,141,75,2,31,135,"$448,312",$0,"$356,055","$92,257",124,11,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),HOMEWOOD,60430,61,59,25,21,2,11,36,"$106,200",$0,"$83,561","$22,639",35,1,0,0,"4116, IL, Cook (County)"
4116,IL,Will (County),JOLIET,60431,9,9,6,2,1,0,2,"$11,373",$0,"$4,804","$6,569",2,0,0,0,"4116, IL, Will (County)"
4116,IL,Will (County),JOLIET,60432,64,59,47,8,0,4,28,"$76,582",$0,"$36,826","$39,756",27,1,0,0,"4116, IL, Will (County)"
4116,IL,Will (County),JOLIET,60433,53,49,37,10,0,2,23,"$45,653",$0,"$25,380","$20,273",23,0,0,0,"4116, IL, Will (County)"
4116,IL,Will (County),JOLIET,60435,54,47,43,3,0,1,13,"$28,708",$0,"$10,392","$18,316",13,0,0,0,"4116, IL, Will (County)"
4116,IL,Will (County),JOLIET,60436,68,63,48,9,0,6,25,"$39,047",$0,"$26,312","$12,735",25,0,0,0,"4116, IL, Will (County)"
4116,IL,Will (County),ROCKDALE,60436,2,2,1,0,0,1,2,"$4,050",$0,"$2,462","$1,588",2,0,0,0,"4116, IL, Will (County)"
4116,IL,Cook (County),HARVEY,60437,1,1,0,1,0,0,1,"$1,930",$0,"$1,630",$300,1,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),LANSING,60438,175,157,107,27,0,23,76,"$164,805",$0,"$84,481","$80,325",75,1,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),LEMONT,60439,2,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Cook (County)"
4116,IL,DuPage (County),BOLINGBROOK,60440,2,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, DuPage (County)"
4116,IL,Will (County),BOLINGBROOK,60440,90,85,21,54,0,10,59,"$139,289",$0,"$108,839","$30,450",59,0,0,0,"4116, IL, Will (County)"
4116,IL,Will (County),LOCKPORT,60441,24,23,11,10,0,2,15,"$28,238",$0,"$21,086","$7,152",15,0,0,0,"4116, IL, Will (County)"
4116,IL,Will (County),MANHATTAN,60442,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Will (County)"
4116,IL,Cook (County),MATTESON,60443,85,83,43,33,2,5,43,"$107,327",$0,"$87,978","$19,349",43,0,0,0,"4116, IL, Cook (County)"
4116,IL,Will (County),MATTESON,60443,1,1,1,0,0,0,1,$777,$0,$0,$777,1,0,0,0,"4116, IL, Will (County)"
4116,IL,Grundy (County),MAZON,60444,2,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Grundy (County)"
4116,IL,Cook (County),CRESTWOOD,60445,3,3,3,0,0,0,1,"$4,830",$0,"$4,830",$0,1,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),MIDLOTHIAN,60445,33,28,19,6,3,0,16,"$34,267",$0,"$25,796","$8,471",16,0,0,0,"4116, IL, Cook (County)"
4116,IL,Will (County),ROMEOVILLE,60446,10,9,6,3,0,0,3,"$7,568",$0,"$5,948","$1,620",3,0,0,0,"4116, IL, Will (County)"
4116,IL,Grundy (County),MINOOKA,60447,4,4,2,0,0,2,2,"$12,138",$0,"$1,695","$10,443",2,0,0,0,"4116, IL, Grundy (County)"
4116,IL,Kendall (County),MINOOKA,60447,3,2,1,1,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Kendall (County)"
4116,IL,Will (County),MINOOKA,60447,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Will (County)"
4116,IL,Will (County),MONEE,60449,5,4,3,0,0,1,2,"$1,877",$0,"$1,630",$247,2,0,0,0,"4116, IL, Will (County)"
4116,IL,Grundy (County),MORRIS,60450,39,31,14,9,1,7,19,"$70,227",$0,"$29,655","$40,572",19,0,0,0,"4116, IL, Grundy (County)"
4116,IL,Will (County),NEW LENOX,60451,4,4,3,1,0,0,2,"$3,858",$0,"$2,872",$986,2,0,0,0,"4116, IL, Will (County)"
4116,IL,Cook (County),OAK FOREST,60452,15,14,10,3,0,1,8,"$20,193",$0,"$15,636","$4,557",8,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),OAK LAWN,60453,28,26,18,6,0,2,8,"$17,922",$0,"$11,258","$6,664",8,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),BRIDGEVIEW,60455,3,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),HOMETOWN,60456,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),HICKORY HILLS,60457,7,5,5,0,0,0,2,"$3,074",$0,$0,"$3,074",2,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),JUSTICE,60458,33,22,22,0,0,0,7,"$5,017",$0,$0,"$5,017",7,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),BURBANK,60459,15,15,10,1,0,4,5,"$18,669",$0,"$6,434","$12,235",5,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),OLYMPIA FIELDS,60461,18,17,10,4,0,3,6,"$22,805",$0,"$19,689","$3,116",6,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),ORLAND PARK,60462,4,3,3,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),PALOS HILLS,60465,5,3,3,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),PARK FOREST,60466,209,195,132,55,0,8,85,"$248,022",$0,"$193,560","$54,462",82,3,0,0,"4116, IL, Cook (County)"
4116,IL,Will (County),PARK FOREST,60466,17,16,10,4,1,1,5,"$16,076",$0,"$8,045","$8,031",5,0,0,0,"4116, IL, Will (County)"
4116,IL,Cook (County),ORLAND PARK,60467,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),POSEN,60469,33,31,20,8,1,2,20,"$32,113",$0,"$22,488","$9,625",20,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),RICHTON PARK,60471,126,118,86,28,2,2,38,"$94,230",$0,"$76,050","$18,180",38,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),ROBBINS,60472,93,90,60,25,4,1,47,"$113,651",$0,"$79,181","$34,470",46,1,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),SOUTH HOLLAND,60473,266,257,153,71,6,27,137,"$430,608",$0,"$339,482","$91,126",129,6,2,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),STEGER,60475,16,13,5,5,0,3,8,"$18,861",$0,"$9,198","$9,663",8,0,0,0,"4116, IL, Cook (County)"
4116,IL,Will (County),STEGER,60475,11,9,5,1,0,3,5,"$12,222",$0,"$6,588","$5,634",5,0,0,0,"4116, IL, Will (County)"
4116,IL,Cook (County),THORNTON,60476,6,6,2,3,0,1,3,"$12,233",$0,"$11,634",$599,3,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),TINLEY PARK,60477,5,5,4,1,0,0,3,"$3,259",$0,"$2,462",$797,3,0,0,0,"4116, IL, Cook (County)"
4116,IL,Will (County),TINLEY PARK,60477,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Will (County)"
4116,IL,Cook (County),COUNTRY CLUB HILLS,60478,211,201,82,65,2,52,127,"$443,124",$0,"$348,395","$94,729",119,6,2,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),WORTH,60482,4,4,4,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),UNIVERSITY PARK,60484,8,8,4,3,0,1,4,"$6,497",$0,"$6,132",$365,4,0,0,0,"4116, IL, Cook (County)"
4116,IL,Will (County),PARK FOREST,60484,5,5,4,1,0,0,1,"$1,932",$0,"$1,932",$0,1,0,0,0,"4116, IL, Will (County)"
4116,IL,Will (County),UNIVERSITY PARK,60484,78,75,41,25,0,9,35,"$113,692",$0,"$89,112","$24,580",33,2,0,0,"4116, IL, Will (County)"
4116,IL,Will (County),UNIVERSITY PK,60484,1,1,1,0,0,0,1,$301,$0,$0,$301,1,0,0,0,"4116, IL, Will (County)"
4116,IL,Cook (County),ORLAND HILLS,60487,7,6,5,0,0,1,2,"$25,900","$1,964","$23,314",$622,0,2,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),TINLEY PARK,60487,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Cook (County)"
4116,IL,Will (County),BOLINGBROOK,60490,9,8,5,3,0,0,4,"$8,727",$0,"$7,374","$1,353",4,0,0,0,"4116, IL, Will (County)"
4116,IL,DuPage (County),HOMER GLEN,60491,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, DuPage (County)"
4116,IL,Will (County),HOMER GLEN,60491,1,1,1,0,0,0,1,"$2,262",$0,$0,"$2,262",1,0,0,0,"4116, IL, Will (County)"
4116,IL,Cook (County),SUMMIT,60501,7,7,5,2,0,0,6,"$17,383",$0,"$10,974","$6,409",6,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),SUMMIT ARGO,60501,16,16,10,4,1,1,12,"$30,029",$0,"$11,518","$18,511",12,0,0,0,"4116, IL, Cook (County)"
4116,IL,DuPage (County),AURORA,60502,5,4,2,2,0,0,2,"$3,158",$0,"$2,462",$696,2,0,0,0,"4116, IL, DuPage (County)"
4116,IL,Kane (County),AURORA,60502,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Kane (County)"
4116,IL,DuPage (County),AURORA,60503,2,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, DuPage (County)"
4116,IL,Kendall (County),AURORA,60503,2,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Kendall (County)"
4116,IL,Will (County),AURORA,60503,3,3,2,1,0,0,1,"$1,630",$0,"$1,630",$0,1,0,0,0,"4116, IL, Will (County)"
4116,IL,DuPage (County),AURORA,60504,19,18,8,6,0,4,12,"$46,502",$0,"$38,995","$7,507",11,1,0,0,"4116, IL, DuPage (County)"
4116,IL,Kane (County),AURORA,60504,5,3,2,0,0,1,2,"$4,077",$0,"$2,462","$1,615",2,0,0,0,"4116, IL, Kane (County)"
4116,IL,Kane (County),AURORA,60505,69,68,30,29,0,9,38,"$123,227",$0,"$105,123","$18,104",36,2,0,0,"4116, IL, Kane (County)"
4116,IL,Kane (County),AURORA,60506,54,50,31,14,0,5,26,"$62,500",$0,"$45,366","$17,134",26,0,0,0,"4116, IL, Kane (County)"
4116,IL,Kane (County),BATAVIA,60510,2,2,2,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Kane (County)"
4116,IL,Kendall (County),BRISTOL,60512,1,1,1,0,0,0,1,"$3,621",$0,"$2,446","$1,175",1,0,0,0,"4116, IL, Kendall (County)"
4116,IL,Cook (County),BROOKFIELD,60513,42,39,14,11,4,10,25,"$97,900",$0,"$52,549","$45,352",24,1,0,0,"4116, IL, Cook (County)"
4116,IL,DuPage (County),CLARENDON HILLS,60514,4,3,0,2,0,1,3,"$4,691",$0,"$4,092",$599,3,0,0,0,"4116, IL, DuPage (County)"
4116,IL,DuPage (County),DOWNERS GROVE,60515,46,40,17,10,4,9,24,"$110,975",$0,"$67,461","$43,514",21,3,0,0,"4116, IL, DuPage (County)"
4116,IL,DuPage (County),DOWNERS GROVE,60516,12,11,9,2,0,0,5,"$7,639",$0,"$2,462","$5,177",5,0,0,0,"4116, IL, DuPage (County)"
4116,IL,DuPage (County),WOODRIDGE,60517,21,16,12,4,0,0,5,"$11,294",$0,"$8,258","$3,036",5,0,0,0,"4116, IL, DuPage (County)"
4116,IL,La Salle (County),EARLVILLE,60518,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, La Salle (County)"
4116,IL,DuPage (County),HINSDALE,60521,5,5,2,2,0,1,4,"$15,092",$0,"$8,545","$6,547",3,1,0,0,"4116, IL, DuPage (County)"
4116,IL,DuPage (County),OAK BROOK,60523,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, DuPage (County)"
4116,IL,Cook (County),COUNTRYSIDE,60525,8,8,4,4,0,0,8,"$24,732",$0,"$4,890","$19,842",8,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),LA GRANGE,60525,10,9,6,3,0,0,7,"$10,894",$0,"$8,260","$2,634",7,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),MC COOK,60525,1,0,0,0,0,0,1,$620,$0,$0,$620,1,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),LA GRANGE PARK,60526,11,9,7,1,0,1,5,"$5,509",$0,"$3,562","$1,947",5,0,0,0,"4116, IL, Cook (County)"
4116,IL,DuPage (County),BURR RIDGE,60527,1,1,0,0,0,1,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, DuPage (County)"
4116,IL,DuPage (County),WILLOWBROOK,60527,22,20,16,4,0,0,11,"$51,997",$0,"$44,887","$7,110",9,1,1,0,"4116, IL, DuPage (County)"
4116,IL,La Salle (County),LELAND,60531,1,1,1,0,0,0,1,$530,$0,$0,$530,1,0,0,0,"4116, IL, La Salle (County)"
4116,IL,DuPage (County),LISLE,60532,450,405,326,19,14,46,338,"$678,727",$0,"$587,334","$91,393",336,2,0,0,"4116, IL, DuPage (County)"
4116,IL,Will (County),LISLE,60532,1,1,1,0,0,0,1,"$1,630",$0,"$1,630",$0,1,0,0,0,"4116, IL, Will (County)"
4116,IL,Cook (County),LYONS,60534,10,8,3,4,0,1,7,"$20,829",$0,"$11,660","$9,169",7,0,0,0,"4116, IL, Cook (County)"
4116,IL,Kane (County),MONTGOMERY,60538,5,5,2,3,0,0,2,"$11,573",$0,"$3,864","$7,709",2,0,0,0,"4116, IL, Kane (County)"
4116,IL,Kendall (County),MONTGOMERY,60538,13,10,4,3,0,3,5,"$25,680",$0,"$16,584","$9,096",5,0,0,0,"4116, IL, Kendall (County)"
4116,IL,Kane (County),MOOSEHEART,60539,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Kane (County)"
4116,IL,DuPage (County),NAPERVILLE,60540,29,21,8,8,1,4,11,"$24,523",$0,"$20,795","$3,728",11,0,0,0,"4116, IL, DuPage (County)"
4116,IL,Kendall (County),NEWARK,60541,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Kendall (County)"
4116,IL,Kane (County),NORTH AURORA,60542,6,5,5,0,0,0,1,$530,$0,$0,$530,1,0,0,0,"4116, IL, Kane (County)"
4116,IL,Kendall (County),OSWEGO,60543,18,16,11,3,0,2,4,"$14,271",$0,"$9,820","$4,451",4,0,0,0,"4116, IL, Kendall (County)"
4116,IL,Will (County),PLAINFIELD,60544,24,22,12,2,1,7,11,"$37,871",$0,"$18,027","$19,844",11,0,0,0,"4116, IL, Will (County)"
4116,IL,Kendall (County),PLANO,60545,11,10,4,2,0,4,6,"$15,889",$0,"$15,704",$185,6,0,0,0,"4116, IL, Kendall (County)"
4116,IL,Cook (County),NORTH RIVERSIDE,60546,6,6,5,1,0,0,2,"$1,972",$0,$0,"$1,972",2,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),RIVERSIDE,60546,40,35,17,5,4,9,21,"$78,104",$0,"$30,354","$47,750",21,0,0,0,"4116, IL, Cook (County)"
4116,IL,La Salle (County),SERENA,60549,1,1,0,1,0,0,1,"$1,396",$0,$0,"$1,396",1,0,0,0,"4116, IL, La Salle (County)"
4116,IL,La Salle (County),SHERIDAN,60551,4,3,1,1,0,1,2,"$2,908",$0,"$2,908",$0,2,0,0,0,"4116, IL, La Salle (County)"
4116,IL,DeKalb (County),SOMONAUK,60552,1,1,0,1,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, DeKalb (County)"
4116,IL,La Salle (County),SOMONAUK,60552,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, La Salle (County)"
4116,IL,DuPage (County),WARRENVILLE,60555,6,5,2,1,0,2,3,"$8,480",$0,"$5,334","$3,146",3,0,0,0,"4116, IL, DuPage (County)"
4116,IL,DeKalb (County),WATERMAN,60556,2,1,0,0,1,0,1,"$2,290",$0,"$2,290",$0,1,0,0,0,"4116, IL, DeKalb (County)"
4116,IL,DuPage (County),WESTMONT,60559,22,20,11,3,2,4,14,"$35,804",$0,"$17,538","$18,266",14,0,0,0,"4116, IL, DuPage (County)"
4116,IL,Kendall (County),YORKVILLE,60560,7,6,2,2,0,2,3,"$8,267",$0,"$7,208","$1,059",3,0,0,0,"4116, IL, Kendall (County)"
4116,IL,DuPage (County),NAPERVILLE,60563,51,35,27,7,0,1,19,"$29,879",$0,"$11,508","$18,371",19,0,0,0,"4116, IL, DuPage (County)"
4116,IL,DuPage (County),NAPERVILLE,60564,3,2,1,1,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, DuPage (County)"
4116,IL,Will (County),NAPERVILLE,60564,8,7,3,2,0,2,4,"$9,493",$0,"$6,554","$2,939",4,0,0,0,"4116, IL, Will (County)"
4116,IL,DuPage (County),NAPERVILLE,60565,9,4,2,2,0,0,2,"$3,987",$0,"$2,462","$1,525",2,0,0,0,"4116, IL, DuPage (County)"
4116,IL,Will (County),NAPERVILLE,60565,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Will (County)"
4116,IL,Will (County),PLAINFIELD,60585,4,4,3,0,0,1,1,"$2,872",$0,"$2,872",$0,1,0,0,0,"4116, IL, Will (County)"
4116,IL,Kendall (County),PLAINFIELD,60586,1,1,0,1,0,0,1,"$2,152",$0,"$1,836",$316,1,0,0,0,"4116, IL, Kendall (County)"
4116,IL,Will (County),PLAINFIELD,60586,15,14,11,2,0,1,5,"$8,140",$0,"$6,326","$1,814",5,0,0,0,"4116, IL, Will (County)"
4116,IL,Cook (County),CHICAGO,60604,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60607,6,4,4,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60608,54,45,29,8,1,7,24,"$96,966",$0,"$49,598","$47,368",22,2,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60609,512,492,333,117,0,42,278,"$674,568",$715,"$411,641","$262,212",268,10,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60610,16,9,8,0,0,1,2,"$14,069",$0,"$2,872","$11,197",2,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60612,283,263,190,49,1,23,122,"$349,872",$0,"$229,499","$120,373",114,7,1,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60613,5,5,2,2,0,1,4,"$11,652",$0,"$5,192","$6,460",4,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60614,4,3,3,0,0,0,2,"$2,048",$0,$0,"$2,048",2,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60615,158,141,86,47,0,8,68,"$193,346",$0,"$129,888","$63,458",64,4,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60616,25,21,17,2,0,2,9,"$20,769",$0,"$5,192","$15,577",9,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60617,952,914,623,246,4,41,407,"$1,000,512",$0,"$663,851","$336,661",393,14,0,0,"4116, IL, Cook (County)"
4116,IL,Will (County),CHICAGO,60617,1,1,1,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Will (County)"
4116,IL,Cook (County),CHICAGO,60618,45,37,29,7,0,1,16,"$32,001",$0,"$9,056","$22,945",16,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60619,1492,1409,836,487,9,77,750,"$2,033,186",$0,"$1,347,723","$685,463",721,27,2,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60620,1747,1673,1178,428,9,58,815,"$1,909,758",$0,"$1,252,985","$656,773",786,24,5,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60621,963,917,610,260,6,41,465,"$1,230,866",$0,"$832,784","$398,082",440,24,1,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60622,31,28,23,4,0,1,15,"$22,261",$0,"$9,814","$12,447",15,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60623,700,680,429,188,14,49,352,"$1,430,424",$0,"$1,021,849","$408,575",315,36,1,0,"4116, IL, Cook (County)"
4116,IL,DuPage (County),CHICAGO,60623,1,0,0,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, DuPage (County)"
4116,IL,Cook (County),CHICAGO,60624,803,781,465,242,7,67,413,"$1,592,944",$0,"$1,054,889","$538,055",374,37,2,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60625,54,48,28,11,2,7,29,"$153,105",$0,"$40,739","$112,366",22,7,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60626,40,35,25,9,0,1,20,"$26,045",$0,"$11,820","$14,225",20,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60628,2203,2129,1227,806,5,91,1120,"$2,742,620",$0,"$2,038,178","$704,441",1083,36,1,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60629,678,628,439,140,10,39,361,"$966,946","$1,724","$623,385","$341,838",340,21,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60630,36,32,19,6,0,7,14,"$43,206",$0,"$20,112","$23,094",14,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60631,30,19,11,3,1,4,13,"$27,279",$0,"$8,184","$19,095",13,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60632,87,80,49,17,0,14,39,"$159,355",$0,"$95,742","$63,613",36,3,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),BURNHAM,60633,48,45,25,20,0,0,23,"$54,224",$0,"$36,416","$17,808",23,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60633,69,65,33,25,0,7,41,"$135,632",$0,"$104,471","$31,161",38,3,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60634,52,47,23,15,1,8,33,"$90,373",$0,"$56,278","$34,095",32,1,0,0,"4116, IL, Cook (County)"
4116,IL,Henderson (County),CHICAGO,60634,1,1,0,1,0,0,1,"$1,777",$0,"$1,034",$743,1,0,0,0,"4116, IL, Henderson (County)"
4116,IL,Cook (County),CHICAGO,60636,1330,1279,814,295,7,163,641,"$1,855,681","$1,192","$1,327,683","$526,806",606,35,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60637,583,538,389,120,4,25,277,"$625,897","$1,277","$414,470","$210,150",268,6,3,1,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60638,62,58,36,16,0,6,29,"$81,786",$0,"$59,692","$22,094",28,1,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60639,280,276,138,105,4,29,188,"$867,134",$0,"$539,317","$327,817",166,19,3,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60640,9,7,7,0,0,0,0,$0,$0,$0,$0,0,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60641,32,26,15,6,0,5,19,"$76,487",$0,"$46,668","$29,819",17,2,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60642,12,12,12,0,0,0,3,"$1,838",$0,$0,"$1,838",3,0,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60643,896,861,511,328,5,17,466,"$1,134,805","$5,019","$831,959","$297,828",452,14,0,0,"4116, IL, Cook (County)"
4116,IL,Cook (County),CHICAGO,60644,1038,1005,646,236,1,122,488,"$1,652,022",$0,"$1,025,332","$626,690",454,34,0,0,"4116, IL, Cook (County)"
